PO_Number,Date,VendorName,Plant,Qty,UnitCost,Amount,PromisedDays,ActualDays,OnTime
504787,2026-08-23,PrecisionCast Foundry,Rheinland Plant,609,423.51,257917.59,22,23,False
504788,2026-08-23,Siemens Industrial,Riverside Plant,977,432.68,422728.36,22,22,True
504789,2026-08-23,BearingWorks Ltd,Riverside Plant,708,368.99,261244.92,10,11,False
504790,2026-08-24,ElectroParts Co,Rheinland Plant,330,379.54,125248.2,8,9,False
504791,2026-08-24,NordSteel AG,Rheinland Plant,641,141.9,90957.9,11,13,False
504792,2026-08-24,GE Power Systems,Rheinland Plant,655,350.34,229472.7,29,28,True
504793,2026-08-24,Honeywell Sensing,Rheinland Plant,237,355.57,84270.09,24,28,False
504794,2026-08-24,Honeywell Sensing,Riverside Plant,51,64.28,3278.28,29,38,False
504795,2026-08-24,BearingWorks Ltd,Riverside Plant,22,409.66,9012.52,6,7,False
504796,2026-08-24,Honeywell Sensing,Rheinland Plant,104,450.23,46823.92,22,32,False
504797,2026-08-24,CopperLine Metals,Rheinland Plant,934,49.48,46214.32,20,22,False
504798,2026-08-24,GE Power Systems,Riverside Plant,468,195.93,91695.24,8,10,False
504799,2026-08-25,NordSteel AG,Riverside Plant,117,430.57,50376.69,24,25,False
504800,2026-08-25,Siemens Industrial,Rheinland Plant,649,45.3,29399.7,19,27,False
504801,2026-08-25,ElectroParts Co,Riverside Plant,579,30.33,17561.07,29,40,False
504802,2026-08-25,GE Power Systems,Rheinland Plant,518,496.83,257357.94,6,5,True
504803,2026-08-25,GE Power Systems,Riverside Plant,864,291.4,251769.6,28,32,False
504804,2026-08-26,FastenRight Supply,Riverside Plant,337,305.28,102879.36,9,17,False
504805,2026-08-26,BearingWorks Ltd,Rheinland Plant,536,341.23,182899.28,7,17,False
504806,2026-08-26,Siemens Industrial,Rheinland Plant,257,431.94,111008.58,23,31,False
504807,2026-08-26,FastenRight Supply,Riverside Plant,165,60.97,10060.05,22,21,True
504808,2026-08-26,NordSteel AG,Rheinland Plant,343,73.75,25296.25,25,36,False
504809,2026-08-26,Siemens Industrial,Rheinland Plant,88,338.12,29754.56,6,8,False
504810,2026-08-26,BearingWorks Ltd,Riverside Plant,823,112.49,92579.27,29,34,False
504811,2026-08-27,CopperLine Metals,Riverside Plant,956,300.51,287287.56,17,22,False
504812,2026-08-27,Siemens Industrial,Riverside Plant,431,159.71,68835.01,14,23,False
504813,2026-08-27,PrecisionCast Foundry,Riverside Plant,811,490.28,397617.08,12,20,False
504814,2026-08-27,FastenRight Supply,Riverside Plant,714,125.18,89378.52,6,10,False
504815,2026-08-27,BearingWorks Ltd,Riverside Plant,502,261.94,131493.88,9,7,True
504816,2026-08-27,BearingWorks Ltd,Riverside Plant,658,43.37,28537.46,24,32,False
504817,2026-08-28,Siemens Industrial,Riverside Plant,389,217.04,84428.56,15,18,False
504818,2026-08-28,FastenRight Supply,Rheinland Plant,295,470.31,138741.45,11,16,False
504819,2026-08-28,CopperLine Metals,Rheinland Plant,400,159.7,63880.0,13,18,False
504820,2026-08-28,Siemens Industrial,Rheinland Plant,200,69.69,13938.0,25,24,True
504821,2026-08-29,CopperLine Metals,Riverside Plant,65,69.6,4524.0,10,9,True
504822,2026-08-29,NordSteel AG,Rheinland Plant,89,244.42,21753.38,21,29,False
504823,2026-08-29,Honeywell Sensing,Riverside Plant,984,152.71,150266.64,9,7,True
504824,2026-08-29,Siemens Industrial,Rheinland Plant,282,298.92,84295.44,24,22,True
504825,2026-08-29,SealTech Polymers,Rheinland Plant,658,163.93,107865.94,28,31,False
504826,2026-08-29,Siemens Industrial,Riverside Plant,189,351.51,66435.39,22,23,False
504827,2026-08-29,FastenRight Supply,Riverside Plant,951,463.83,441102.33,10,17,False
504828,2026-08-29,BearingWorks Ltd,Rheinland Plant,555,213.17,118309.35,4,9,False
504829,2026-08-29,FastenRight Supply,Rheinland Plant,772,388.47,299898.84,26,29,False
504830,2026-08-29,SealTech Polymers,Rheinland Plant,113,383.23,43304.99,21,21,True
504831,2026-08-30,NordSteel AG,Riverside Plant,17,378.26,6430.42,3,5,False
504832,2026-08-30,SealTech Polymers,Riverside Plant,690,121.41,83772.9,20,20,True
504833,2026-08-30,PrecisionCast Foundry,Riverside Plant,913,392.33,358197.29,17,23,False
504834,2026-08-30,Siemens Industrial,Riverside Plant,870,319.15,277660.5,25,33,False
504835,2026-08-30,Siemens Industrial,Rheinland Plant,870,257.16,223729.2,21,28,False
504836,2026-08-30,NordSteel AG,Rheinland Plant,814,142.45,115954.3,3,12,False
504837,2026-08-31,SealTech Polymers,Riverside Plant,582,461.83,268785.06,5,16,False
504838,2026-08-31,CopperLine Metals,Riverside Plant,381,270.51,103064.31,14,12,True
504839,2026-08-31,Siemens Industrial,Riverside Plant,806,378.29,304901.74,25,27,False
504840,2026-08-31,CopperLine Metals,Rheinland Plant,908,428.53,389105.24,17,21,False
504841,2026-08-31,PrecisionCast Foundry,Riverside Plant,456,450.11,205250.16,19,30,False
504842,2026-09-01,NordSteel AG,Riverside Plant,204,354.01,72218.04,19,21,False
504843,2026-09-01,ElectroParts Co,Rheinland Plant,221,474.85,104941.85,6,12,False
504844,2026-09-01,Siemens Industrial,Riverside Plant,697,22.07,15382.79,12,21,False
504845,2026-09-01,SealTech Polymers,Riverside Plant,951,166.85,158674.35,14,15,False
504846,2026-09-01,FastenRight Supply,Rheinland Plant,86,343.96,29580.56,15,18,False
504847,2026-09-01,NordSteel AG,Rheinland Plant,925,148.82,137658.5,4,2,True
504848,2026-09-02,GE Power Systems,Riverside Plant,675,332.21,224241.75,5,12,False
504849,2026-09-02,Honeywell Sensing,Riverside Plant,552,247.92,136851.84,16,26,False
504850,2026-09-02,ElectroParts Co,Rheinland Plant,426,41.39,17632.14,11,10,True
504851,2026-09-03,Siemens Industrial,Riverside Plant,165,101.49,16745.85,9,8,True
504852,2026-09-03,CopperLine Metals,Riverside Plant,279,7.37,2056.23,25,30,False
504853,2026-09-03,NordSteel AG,Riverside Plant,893,325.66,290814.38,9,20,False
504854,2026-09-03,Honeywell Sensing,Riverside Plant,853,323.69,276107.57,19,23,False
504855,2026-09-03,PrecisionCast Foundry,Rheinland Plant,405,100.53,40714.65,12,22,False
504856,2026-09-03,Honeywell Sensing,Riverside Plant,516,7.91,4081.56,8,11,False
504857,2026-09-03,NordSteel AG,Riverside Plant,136,251.06,34144.16,19,18,True
504858,2026-09-03,Honeywell Sensing,Rheinland Plant,984,400.25,393846.0,20,29,False
504859,2026-09-03,GE Power Systems,Rheinland Plant,28,37.75,1057.0,23,34,False
504860,2026-09-03,NordSteel AG,Riverside Plant,296,210.48,62302.08,16,25,False
504861,2026-09-04,NordSteel AG,Rheinland Plant,328,43.39,14231.92,15,20,False
504862,2026-09-04,SealTech Polymers,Rheinland Plant,759,198.9,150965.1,16,14,True
504863,2026-09-05,ElectroParts Co,Riverside Plant,740,332.58,246109.2,27,31,False
504864,2026-09-05,FastenRight Supply,Rheinland Plant,522,58.04,30296.88,13,22,False
504865,2026-09-05,PrecisionCast Foundry,Riverside Plant,68,144.07,9796.76,9,11,False
504866,2026-09-05,NordSteel AG,Rheinland Plant,216,66.54,14372.64,26,24,True
504867,2026-09-05,NordSteel AG,Riverside Plant,879,344.65,302947.35,27,29,False
504868,2026-09-06,BearingWorks Ltd,Riverside Plant,475,115.15,54696.25,16,16,True
504869,2026-09-06,Honeywell Sensing,Riverside Plant,409,292.82,119763.38,26,27,False
504870,2026-09-07,NordSteel AG,Riverside Plant,31,382.24,11849.44,8,12,False
504871,2026-09-07,GE Power Systems,Riverside Plant,688,215.62,148346.56,29,33,False
504872,2026-09-07,Honeywell Sensing,Riverside Plant,775,339.6,263190.0,25,33,False
504873,2026-09-07,BearingWorks Ltd,Rheinland Plant,227,72.59,16477.93,26,25,True
504874,2026-09-07,FastenRight Supply,Rheinland Plant,673,177.72,119605.56,28,31,False
504875,2026-09-07,CopperLine Metals,Riverside Plant,629,65.16,40985.64,5,6,False
504876,2026-09-08,CopperLine Metals,Rheinland Plant,728,290.9,211775.2,19,26,False
504877,2026-09-08,CopperLine Metals,Rheinland Plant,786,76.83,60388.38,20,26,False
504878,2026-09-08,FastenRight Supply,Riverside Plant,623,195.03,121503.69,29,38,False
504879,2026-09-08,Honeywell Sensing,Riverside Plant,516,260.23,134278.68,14,20,False
504880,2026-09-08,BearingWorks Ltd,Riverside Plant,640,473.14,302809.6,19,22,False
504881,2026-09-08,ElectroParts Co,Riverside Plant,174,404.53,70388.22,8,15,False
504882,2026-09-09,SealTech Polymers,Rheinland Plant,783,200.85,157265.55,24,32,False
504883,2026-09-09,Honeywell Sensing,Riverside Plant,701,244.55,171429.55,23,24,False
504884,2026-09-09,Siemens Industrial,Riverside Plant,925,185.37,171467.25,6,11,False
504885,2026-09-09,Siemens Industrial,Rheinland Plant,185,498.01,92131.85,24,31,False
504886,2026-09-09,GE Power Systems,Riverside Plant,249,255.63,63651.87,14,22,False
504887,2026-09-09,NordSteel AG,Riverside Plant,890,198.27,176460.3,9,17,False
504888,2026-09-10,SealTech Polymers,Rheinland Plant,127,182.5,23177.5,22,29,False
504889,2026-09-10,ElectroParts Co,Riverside Plant,81,357.6,28965.6,3,8,False
504890,2026-09-10,PrecisionCast Foundry,Riverside Plant,420,470.0,197400.0,24,27,False
504891,2026-09-10,Siemens Industrial,Rheinland Plant,891,322.44,287294.04,8,18,False
504892,2026-09-10,BearingWorks Ltd,Rheinland Plant,219,297.66,65187.54,11,15,False
504893,2026-09-11,Honeywell Sensing,Riverside Plant,23,10.98,252.54,22,25,False
504894,2026-09-11,GE Power Systems,Riverside Plant,660,343.84,226934.4,14,23,False
504895,2026-09-11,SealTech Polymers,Rheinland Plant,592,369.53,218761.76,14,24,False
504896,2026-09-11,ElectroParts Co,Rheinland Plant,752,249.49,187616.48,24,24,True
504897,2026-09-11,Honeywell Sensing,Rheinland Plant,914,93.76,85696.64,26,36,False
504898,2026-09-11,BearingWorks Ltd,Riverside Plant,802,141.8,113723.6,22,25,False
504899,2026-09-11,SealTech Polymers,Riverside Plant,200,483.49,96698.0,4,3,True
504900,2026-09-11,ElectroParts Co,Rheinland Plant,762,14.33,10919.46,15,18,False
504901,2026-09-12,SealTech Polymers,Riverside Plant,483,351.59,169817.97,28,36,False
504902,2026-09-12,NordSteel AG,Rheinland Plant,257,491.64,126351.48,7,17,False
504903,2026-09-12,GE Power Systems,Riverside Plant,411,376.27,154646.97,14,18,False
504904,2026-09-13,SealTech Polymers,Riverside Plant,434,108.98,47297.32,14,25,False
504905,2026-09-13,PrecisionCast Foundry,Rheinland Plant,938,287.97,270115.86,23,25,False
504906,2026-09-13,Honeywell Sensing,Rheinland Plant,799,35.11,28052.89,15,25,False
504907,2026-09-13,Honeywell Sensing,Riverside Plant,731,153.72,112369.32,26,25,True
504908,2026-09-13,ElectroParts Co,Rheinland Plant,786,186.51,146596.86,3,5,False
504909,2026-09-13,NordSteel AG,Riverside Plant,121,370.15,44788.15,21,24,False
504910,2026-09-14,Honeywell Sensing,Riverside Plant,210,346.18,72697.8,10,18,False
504911,2026-09-14,PrecisionCast Foundry,Rheinland Plant,338,23.3,7875.4,23,22,True
504912,2026-09-14,GE Power Systems,Riverside Plant,184,317.03,58333.52,5,13,False
504913,2026-09-14,Honeywell Sensing,Rheinland Plant,454,226.5,102831.0,21,28,False
504914,2026-09-15,ElectroParts Co,Rheinland Plant,768,474.6,364492.8,21,23,False
504915,2026-09-15,NordSteel AG,Rheinland Plant,934,274.17,256074.78,26,25,True
504916,2026-09-15,NordSteel AG,Rheinland Plant,710,118.82,84362.2,25,27,False
504917,2026-09-15,GE Power Systems,Riverside Plant,804,450.77,362419.08,20,28,False
504918,2026-09-15,Siemens Industrial,Rheinland Plant,253,91.5,23149.5,19,28,False
504919,2026-09-15,FastenRight Supply,Rheinland Plant,763,191.95,146457.85,12,10,True
504920,2026-09-15,Siemens Industrial,Rheinland Plant,600,289.29,173574.0,20,24,False
504921,2026-09-16,FastenRight Supply,Rheinland Plant,512,277.28,141967.36,10,14,False
504922,2026-09-16,BearingWorks Ltd,Rheinland Plant,717,330.98,237312.66,22,26,False
504923,2026-09-16,CopperLine Metals,Riverside Plant,784,252.6,198038.4,27,35,False
504924,2026-09-16,GE Power Systems,Riverside Plant,775,191.63,148513.25,13,21,False
504925,2026-09-16,FastenRight Supply,Rheinland Plant,976,486.12,474453.12,17,21,False
504926,2026-09-16,FastenRight Supply,Rheinland Plant,605,241.42,146059.1,29,36,False
504927,2026-09-16,Honeywell Sensing,Riverside Plant,209,322.33,67366.97,6,13,False
504928,2026-09-16,PrecisionCast Foundry,Rheinland Plant,817,30.38,24820.46,15,23,False
504929,2026-09-17,BearingWorks Ltd,Riverside Plant,725,11.94,8656.5,8,9,False
504930,2026-09-17,SealTech Polymers,Rheinland Plant,918,167.52,153783.36,28,34,False
504931,2026-09-17,PrecisionCast Foundry,Rheinland Plant,847,186.87,158278.89,6,16,False
504932,2026-09-17,BearingWorks Ltd,Riverside Plant,229,299.1,68493.9,10,20,False
504933,2026-09-17,Siemens Industrial,Rheinland Plant,55,428.04,23542.2,6,12,False
504934,2026-09-17,Siemens Industrial,Rheinland Plant,807,446.82,360583.74,21,20,True
504935,2026-09-17,Honeywell Sensing,Riverside Plant,146,17.93,2617.78,16,27,False
504936,2026-09-17,BearingWorks Ltd,Rheinland Plant,622,31.09,19337.98,7,5,True
504937,2026-09-17,ElectroParts Co,Riverside Plant,163,450.0,73350.0,9,12,False
504938,2026-09-17,ElectroParts Co,Rheinland Plant,588,336.44,197826.72,21,30,False
504939,2026-09-18,NordSteel AG,Rheinland Plant,401,143.14,57399.14,6,16,False
504940,2026-09-18,NordSteel AG,Rheinland Plant,602,73.11,44012.22,14,18,False
504941,2026-09-18,PrecisionCast Foundry,Rheinland Plant,603,11.51,6940.53,10,20,False
504942,2026-09-18,PrecisionCast Foundry,Riverside Plant,748,356.49,266654.52,3,8,False
504943,2026-09-18,CopperLine Metals,Riverside Plant,562,149.94,84266.28,3,13,False
504944,2026-09-18,Siemens Industrial,Riverside Plant,697,499.17,347921.49,13,15,False
504945,2026-09-18,PrecisionCast Foundry,Rheinland Plant,454,258.75,117472.5,11,12,False
504946,2026-09-18,SealTech Polymers,Riverside Plant,527,415.36,218894.72,27,35,False
504947,2026-09-19,CopperLine Metals,Rheinland Plant,267,113.22,30229.74,15,19,False
504948,2026-09-19,GE Power Systems,Rheinland Plant,122,491.85,60005.7,23,31,False
504949,2026-09-19,NordSteel AG,Rheinland Plant,254,296.26,75250.04,3,14,False
504950,2026-09-19,ElectroParts Co,Riverside Plant,812,411.98,334527.76,28,34,False
504951,2026-09-20,FastenRight Supply,Riverside Plant,549,28.27,15520.23,16,15,True
504952,2026-09-21,NordSteel AG,Rheinland Plant,960,412.16,395673.6,7,17,False
504953,2026-09-21,GE Power Systems,Rheinland Plant,324,442.12,143246.88,23,33,False
504954,2026-09-21,BearingWorks Ltd,Rheinland Plant,84,157.13,13198.92,17,26,False
504955,2026-09-21,PrecisionCast Foundry,Rheinland Plant,839,61.77,51825.03,11,21,False
504956,2026-09-21,NordSteel AG,Rheinland Plant,641,37.87,24274.67,14,17,False
504957,2026-09-21,CopperLine Metals,Rheinland Plant,671,87.23,58531.33,13,21,False
504958,2026-09-21,PrecisionCast Foundry,Riverside Plant,507,231.3,117269.1,14,20,False
504959,2026-09-22,NordSteel AG,Rheinland Plant,932,349.36,325603.52,26,28,False
504960,2026-09-22,ElectroParts Co,Rheinland Plant,348,117.08,40743.84,27,26,True
504961,2026-09-22,PrecisionCast Foundry,Rheinland Plant,404,385.41,155705.64,21,27,False
504962,2026-09-22,PrecisionCast Foundry,Riverside Plant,628,89.88,56444.64,20,28,False
504963,2026-09-22,Siemens Industrial,Riverside Plant,992,389.47,386354.24,7,11,False
504964,2026-09-22,ElectroParts Co,Rheinland Plant,40,116.56,4662.4,7,9,False
504965,2026-09-22,GE Power Systems,Rheinland Plant,164,224.9,36883.6,8,11,False
504966,2026-09-22,PrecisionCast Foundry,Rheinland Plant,378,113.24,42804.72,10,18,False
504967,2026-09-22,Honeywell Sensing,Rheinland Plant,65,256.66,16682.9,20,24,False
504968,2026-09-22,BearingWorks Ltd,Riverside Plant,519,327.86,170159.34,19,24,False
504969,2026-09-22,Honeywell Sensing,Riverside Plant,446,345.91,154275.86,18,16,True
504970,2026-09-23,SealTech Polymers,Rheinland Plant,70,464.44,32510.8,15,24,False
504971,2026-09-23,Siemens Industrial,Riverside Plant,976,302.11,294859.36,4,8,False
504972,2026-09-23,SealTech Polymers,Riverside Plant,479,175.08,83863.32,22,21,True
504973,2026-09-23,BearingWorks Ltd,Rheinland Plant,110,151.22,16634.2,7,13,False
504974,2026-09-24,PrecisionCast Foundry,Riverside Plant,880,317.94,279787.2,10,10,True
504975,2026-09-24,SealTech Polymers,Rheinland Plant,145,122.21,17720.45,3,9,False
504976,2026-09-24,NordSteel AG,Riverside Plant,55,26.85,1476.75,6,17,False
504977,2026-09-24,Siemens Industrial,Riverside Plant,699,268.39,187604.61,26,32,False
504978,2026-09-24,GE Power Systems,Riverside Plant,226,140.66,31789.16,7,16,False
504979,2026-09-25,PrecisionCast Foundry,Rheinland Plant,421,235.85,99292.85,6,14,False
504980,2026-09-25,SealTech Polymers,Riverside Plant,142,461.37,65514.54,16,14,True
504981,2026-09-25,FastenRight Supply,Rheinland Plant,607,429.91,260955.37,14,15,False
504982,2026-09-25,SealTech Polymers,Rheinland Plant,686,468.04,321075.44,25,31,False
504983,2026-09-25,CopperLine Metals,Riverside Plant,825,486.79,401601.75,7,16,False
504984,2026-09-25,Siemens Industrial,Rheinland Plant,649,448.66,291180.34,29,27,True
504985,2026-09-25,ElectroParts Co,Rheinland Plant,506,57.75,29221.5,10,9,True
504986,2026-09-26,SealTech Polymers,Rheinland Plant,133,230.16,30611.28,24,23,True
504987,2026-09-26,SealTech Polymers,Rheinland Plant,437,233.82,102179.34,25,25,True
504988,2026-09-26,Siemens Industrial,Rheinland Plant,761,480.37,365561.57,21,25,False
504989,2026-09-26,FastenRight Supply,Riverside Plant,665,246.63,164008.95,7,14,False
504990,2026-09-26,GE Power Systems,Riverside Plant,178,104.16,18540.48,14,24,False
504991,2026-09-26,BearingWorks Ltd,Riverside Plant,842,167.97,141430.74,26,30,False
504992,2026-09-26,FastenRight Supply,Riverside Plant,257,481.16,123658.12,17,23,False
504993,2026-09-26,CopperLine Metals,Rheinland Plant,140,376.8,52752.0,21,20,True
504994,2026-09-26,FastenRight Supply,Rheinland Plant,942,169.89,160036.38,13,12,True
504995,2026-09-26,PrecisionCast Foundry,Rheinland Plant,215,322.92,69427.8,23,21,True
504996,2026-09-26,CopperLine Metals,Rheinland Plant,381,224.21,85424.01,22,24,False
504997,2026-09-27,SealTech Polymers,Rheinland Plant,799,394.84,315477.16,27,31,False
504998,2026-09-27,SealTech Polymers,Rheinland Plant,997,116.97,116619.09,23,23,True
504999,2026-09-27,ElectroParts Co,Riverside Plant,804,177.14,142420.56,15,19,False
505000,2026-09-27,PrecisionCast Foundry,Riverside Plant,977,130.63,127625.51,24,31,False
505001,2026-09-28,Honeywell Sensing,Riverside Plant,818,71.81,58740.58,17,15,True
505002,2026-09-28,Siemens Industrial,Riverside Plant,174,76.54,13317.96,10,21,False
505003,2026-09-28,FastenRight Supply,Riverside Plant,276,203.36,56127.36,15,22,False
505004,2026-09-29,CopperLine Metals,Riverside Plant,815,345.04,281207.6,9,7,True
505005,2026-09-29,Siemens Industrial,Rheinland Plant,351,269.95,94752.45,26,36,False
505006,2026-09-29,GE Power Systems,Riverside Plant,446,313.35,139754.1,7,14,False
505007,2026-09-29,PrecisionCast Foundry,Rheinland Plant,510,209.35,106768.5,28,39,False
505008,2026-09-29,Honeywell Sensing,Riverside Plant,342,123.56,42257.52,14,16,False
505009,2026-09-30,FastenRight Supply,Rheinland Plant,143,168.81,24139.83,15,15,True
505010,2026-09-30,ElectroParts Co,Riverside Plant,624,226.68,141448.32,10,13,False
505011,2026-09-30,NordSteel AG,Riverside Plant,212,64.99,13777.88,17,24,False
505012,2026-09-30,BearingWorks Ltd,Rheinland Plant,422,263.33,111125.26,12,14,False
505013,2026-09-30,SealTech Polymers,Riverside Plant,760,394.86,300093.6,5,11,False
505014,2026-09-30,PrecisionCast Foundry,Rheinland Plant,880,197.07,173421.6,22,20,True
505015,2026-09-30,BearingWorks Ltd,Riverside Plant,822,191.93,157766.46,19,23,False
505016,2026-09-30,BearingWorks Ltd,Rheinland Plant,165,255.63,42178.95,21,32,False
505017,2026-09-30,SealTech Polymers,Rheinland Plant,99,264.54,26189.46,29,33,False
505018,2026-10-01,PrecisionCast Foundry,Rheinland Plant,412,78.48,32333.76,28,38,False
505019,2026-10-01,NordSteel AG,Rheinland Plant,897,143.47,128692.59,29,33,False
505020,2026-10-01,SealTech Polymers,Rheinland Plant,734,87.78,64430.52,12,13,False
